,Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date,Exclusivity_Code,Exclusivity_Date,Patent_Duration,Exclusivity_Duration
51123,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9732092,2033-12-19,Y,Y,,,"Feb 26, 2018",M-305,2027-04-24,15.863107460643395,9.207392197125257
51124,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9732092,2033-12-19,Y,Y,,,"Feb 26, 2018",ODE-256,2026-06-18,15.863107460643395,8.358658453114305
51126,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,10548846,2036-11-08,,Y,,,"Feb 28, 2020",I-942,2027-02-23,18.751540041067763,9.043121149897331
51127,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,10548846,2036-11-08,,Y,,,"Feb 28, 2020",M-305,2027-04-24,18.751540041067763,9.207392197125257
51128,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,10548846,2036-11-08,,Y,,,"Feb 28, 2020",ODE-256,2026-06-18,18.751540041067763,8.358658453114305
51130,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9216996,2033-12-19,Y,Y,,,"Feb 26, 2018",I-942,2027-02-23,15.863107460643395,9.043121149897331
51131,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9216996,2033-12-19,Y,Y,,,"Feb 26, 2018",M-305,2027-04-24,15.863107460643395,9.207392197125257
51132,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9216996,2033-12-19,Y,Y,,,"Feb 26, 2018",ODE-256,2026-06-18,15.863107460643395,8.358658453114305
51134,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791,2025-01-07,Y,Y,,,"Feb 26, 2018",I-942,2027-02-23,6.915811088295688,9.043121149897331
51135,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791,2025-01-07,Y,Y,,,"Feb 26, 2018",M-305,2027-04-24,6.915811088295688,9.207392197125257
51136,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791,2025-01-07,Y,Y,,,"Feb 26, 2018",ODE-256,2026-06-18,6.915811088295688,8.358658453114305
51138,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9708342,2035-06-19,Y,Y,,,"Feb 26, 2018",I-942,2027-02-23,17.360711841204655,9.043121149897331
51139,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9708342,2035-06-19,Y,Y,,,"Feb 26, 2018",M-305,2027-04-24,17.360711841204655,9.207392197125257
51140,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9708342,2035-06-19,Y,Y,,,"Feb 26, 2018",ODE-256,2026-06-18,17.360711841204655,8.358658453114305
51142,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791*PED,2025-07-07,,,,,,I-942,2027-02-23,7.411362080766598,9.043121149897331
51143,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791*PED,2025-07-07,,,,,,M-305,2027-04-24,7.411362080766598,9.207392197125257
51144,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,7390791*PED,2025-07-07,,,,,,ODE-256,2026-06-18,7.411362080766598,8.358658453114305
51146,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9296769*PED,2033-02-15,,,,,,I-942,2027-02-23,15.02258726899384,9.043121149897331
51147,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9296769*PED,2033-02-15,,,,,,M-305,2027-04-24,15.02258726899384,9.207392197125257
51148,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,9296769*PED,2033-02-15,,,,,,ODE-256,2026-06-18,15.02258726899384,8.358658453114305
51150,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,8754065*PED,2033-02-15,,,,,,I-942,2027-02-23,15.02258726899384,9.043121149897331
51151,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,8754065*PED,2033-02-15,,,,,,M-305,2027-04-24,15.02258726899384,9.207392197125257
51152,BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,TABLET;ORAL,BIKTARVY,GILEAD SCIENCES INC,EQ 50MG BASE;200MG;EQ 25MG BASE,N,210251,1,,2018-02-07,Yes,Yes,RX,GILEAD SCIENCES INC,8754065*PED,2033-02-15,,,,,,ODE-256,2026-06-18,15.02258726899384,8.358658453114305
51223,GEPOTIDACIN MESYLATE,TABLET;ORAL,BLUJEPA,GLAXOSMITHKLINE,EQ 750MG BASE,N,218230,1,,2025-03-25,Yes,Yes,RX,GLAXOSMITHKLINE LLC,8389524,2029-02-12,Y,Y,U-4166,,"Apr 21, 2025",NCE,2030-03-25,3.887748117727584,4.999315537303217
51224,GEPOTIDACIN MESYLATE,TABLET;ORAL,BLUJEPA,GLAXOSMITHKLINE,EQ 750MG BASE,N,218230,1,,2025-03-25,Yes,Yes,RX,GLAXOSMITHKLINE LLC,8389524,2029-02-12,Y,Y,U-4166,,"Apr 21, 2025",GAIN,2035-03-25,3.887748117727584,9.998631074606434
51250,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,"Sep 25, 2012",I-923,2026-09-26,13.267624914442163,14.05886379192334
51252,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,"Sep 25, 2012",ODE-444,2030-09-26,13.267624914442163,18.05886379192334
51268,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",I-923,2026-09-26,21.4839151266256,14.05886379192334
51270,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",ODE-444,2030-09-26,21.4839151266256,18.05886379192334
51280,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Sep 25, 2012",I-923,2026-09-26,14.217659137577002,14.05886379192334
51281,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Sep 25, 2012",ODE-163,2024-12-19,14.217659137577002,12.290212183436003
51282,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Sep 25, 2012",ODE-444,2030-09-26,14.217659137577002,18.05886379192334
51283,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Sep 25, 2012",PED,2025-06-19,14.217659137577002,12.788501026694044
51286,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,"Sep 25, 2012",I-923,2026-09-26,13.267624914442163,14.05886379192334
51288,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,"Sep 25, 2012",ODE-444,2030-09-26,13.267624914442163,18.05886379192334
51292,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,I-923,2026-09-26,13.765913757700206,14.05886379192334
51293,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-163,2024-12-19,13.765913757700206,12.290212183436003
51294,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-444,2030-09-26,13.765913757700206,18.05886379192334
51295,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,PED,2025-06-19,13.765913757700206,12.788501026694044
51298,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,I-923,2026-09-26,14.713210130047912,14.05886379192334
51299,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,ODE-163,2024-12-19,14.713210130047912,12.290212183436003
51300,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,ODE-444,2030-09-26,14.713210130047912,18.05886379192334
51301,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,PED,2025-06-19,14.713210130047912,12.788501026694044
51304,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,I-923,2026-09-26,13.765913757700206,14.05886379192334
51305,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,ODE-163,2024-12-19,13.765913757700206,12.290212183436003
51306,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,ODE-444,2030-09-26,13.765913757700206,18.05886379192334
51307,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,PED,2025-06-19,13.765913757700206,12.788501026694044
51310,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,11103497*PED,2034-08-28,,,,,,I-923,2026-09-26,21.97946611909651,14.05886379192334
51312,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 100MG BASE,N,203341,1,,2012-09-04,Yes,Yes,RX,PF PRISM CV,11103497*PED,2034-08-28,,,,,,ODE-444,2030-09-26,21.97946611909651,18.05886379192334
51316,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,"Nov 15, 2017",I-923,2026-09-26,8.123203285420944,8.914442162902121
51318,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,"Nov 15, 2017",ODE-444,2030-09-26,8.123203285420944,12.914442162902121
51334,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",I-923,2026-09-26,16.33949349760438,8.914442162902121
51336,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",ODE-444,2030-09-26,16.33949349760438,12.914442162902121
51346,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,"Nov 15, 2017",I-923,2026-09-26,8.123203285420944,8.914442162902121
51348,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,"Nov 15, 2017",ODE-444,2030-09-26,8.123203285420944,12.914442162902121
51352,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Nov 15, 2017",I-923,2026-09-26,9.073237508555783,8.914442162902121
51353,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Nov 15, 2017",ODE-163,2024-12-19,9.073237508555783,7.145790554414784
51354,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Nov 15, 2017",ODE-444,2030-09-26,9.073237508555783,12.914442162902121
51355,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,"Nov 15, 2017",PED,2025-06-19,9.073237508555783,7.644079397672827
51358,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,I-923,2026-09-26,8.621492128678987,8.914442162902121
51359,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,ODE-163,2024-12-19,8.621492128678987,7.145790554414784
51360,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,ODE-444,2030-09-26,8.621492128678987,12.914442162902121
51361,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7919625*PED,2026-06-11,,,,,,PED,2025-06-19,8.621492128678987,7.644079397672827
51364,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,I-923,2026-09-26,9.568788501026694,8.914442162902121
51365,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,ODE-163,2024-12-19,9.568788501026694,7.145790554414784
51366,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,ODE-444,2030-09-26,9.568788501026694,12.914442162902121
51367,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7767678*PED,2027-05-23,,,,,,PED,2025-06-19,9.568788501026694,7.644079397672827
51370,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,I-923,2026-09-26,8.621492128678987,8.914442162902121
51371,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-163,2024-12-19,8.621492128678987,7.145790554414784
51372,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-444,2030-09-26,8.621492128678987,12.914442162902121
51373,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,PED,2025-06-19,8.621492128678987,7.644079397672827
51376,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,11103497*PED,2034-08-28,,,,,,I-923,2026-09-26,16.83504449007529,8.914442162902121
51378,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 400MG BASE,N,203341,3,,2017-10-27,Yes,No,RX,PF PRISM CV,11103497*PED,2034-08-28,,,,,,ODE-444,2030-09-26,16.83504449007529,12.914442162902121
51382,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,,I-923,2026-09-26,13.267624914442163,14.05886379192334
51384,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7417148,2025-12-11,,,U-1283,,,ODE-444,2030-09-26,13.267624914442163,18.05886379192334
51400,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",I-923,2026-09-26,21.4839151266256,14.05886379192334
51402,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,11103497,2034-02-28,,,U-3216,,"Sep 29, 2021",ODE-444,2030-09-26,21.4839151266256,18.05886379192334
51412,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,,I-923,2026-09-26,14.217659137577002,14.05886379192334
51413,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,,ODE-163,2024-12-19,14.217659137577002,12.290212183436003
51414,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,,ODE-444,2030-09-26,14.217659137577002,18.05886379192334
51415,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7767678,2026-11-23,Y,Y,,,,PED,2025-06-19,14.217659137577002,12.788501026694044
51418,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,,I-923,2026-09-26,13.267624914442163,14.05886379192334
51420,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7919625,2025-12-11,,Y,,,,ODE-444,2030-09-26,13.267624914442163,18.05886379192334
51424,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,I-923,2026-09-26,13.765913757700206,14.05886379192334
51425,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-163,2024-12-19,13.765913757700206,12.290212183436003
51426,BOSUTINIB MONOHYDRATE,TABLET;ORAL,BOSULIF,PF PRISM CV,EQ 500MG BASE,N,203341,2,,2012-09-04,Yes,No,RX,PF PRISM CV,7417148*PED,2026-06-11,,,,,,ODE-444,2030-09-26,13.765913757700206,18.05886379192334
